name,Age,km_driven,FuelEconomy_kmpl,engine_p,engine_v,selling_price
Lexus ES 300h,1,20000,22.3,214,2487,5150000
Jaguar XF 2.0 Diesel Portfolio,3,45000,19.3,177,1999,3200000
Tata Safari Storme EX,5,110000,14.1,147,2179,503000
Volvo XC40 D4 Inscription BSIV,1,20000,18.0,190,1969,3800000
Toyota Camry 2.5 Hybrid,4,68089,19.1,157,2494,2000000
Maruti Wagon R LXI,7,58343,21.7,67.,998 ,225000
Maruti Baleno Alpha 1.3,2,38817,27.3,74 ,1248,740000
Honda Jazz VX,4,56494,18.2,88.,1199,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,7,79328,12.9,100,2494,750000
Maruti Swift AMT VVT VXI,1,5621,22.0,81.,1197,650000
Toyota Etios VX,3,25538,16.7,88.,1496,625000
Maruti Swift AMT ZXI,2,69779,22.0,81.,1197,600000
Hyundai Grand i10 1.2 CRDi Sportz,3,56290,24.0,73.,1186,450000
BMW X4 M Sport X xDrive20d,1,7500,16.7,190,1995,5400000
BMW X4 M Sport X xDrive20d,1,8500,16.7,190,1995,5500000
Honda Amaze V CVT Petrol BSIV,1,7032,19.0,88.,1199,779000
Skoda Rapid 1.6 MPI AT Elegance,4,11000,14.3,103,1598,645000
Volvo V40 D3 R-Design,2,2000,16.8,150,1984,2475000
Jaguar XE 2016-2019 2.0L Diesel Prestige,3,9000,13.6,177,1999,2711000
Lexus ES 300h,1,20000,22.3,214,2487,5150000
Jaguar XF 2.0 Diesel Portfolio,3,45000,19.3,177,1999,3200000
Tata Safari Storme EX,5,110000,14.1,147,2179,503000
Volvo XC40 D4 Inscription BSIV,1,20000,18.0,190,1969,3800000
Toyota Camry 2.5 Hybrid,4,68089,19.1,157,2494,2000000
Maruti Wagon R LXI,7,58343,21.7,67.,998 ,225000
Maruti Baleno Alpha 1.3,2,38817,27.3,74 ,1248,740000
Honda Jazz VX,4,56494,18.2,88.,1199,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,7,79328,12.9,100,2494,750000
Maruti Swift AMT VVT VXI,1,5621,22.0,81.,1197,650000
Toyota Etios VX,3,25538,16.7,88.,1496,625000
Maruti Swift AMT ZXI,2,69779,22.0,81.,1197,600000
Hyundai Grand i10 1.2 CRDi Sportz,3,56290,24.0,73.,1186,450000
BMW X4 M Sport X xDrive20d,1,7500,16.7,190,1995,5400000
BMW X4 M Sport X xDrive20d,1,8500,16.7,190,1995,5500000
Honda Amaze V CVT Petrol BSIV,1,7032,19.0,88.,1199,779000
Skoda Rapid 1.6 MPI AT Elegance,4,11000,14.3,103,1598,645000
Volvo V40 D3 R-Design,2,2000,16.8,150,1984,2475000
Maruti Swift Dzire LDI,1,70000,28.4,74.,1248,558000
Hyundai Santro Xing GLS,10,56000,17.9,62.,1086,165000
Hyundai i20 Sportz 1.4 CRDi,8,80000,21.9,88.,1396,300000
Hyundai Santro Magna BSIV,1,5000,20.3,68 ,1086,500000
Mahindra XUV500 W8 4WD,8,100000,15.1,140,2179,900000
BMW X5 3.0d,12,60000,11.0,235,2993,830000
Skoda Rapid 1.5 TDI Ambition,6,65000,21.1,103,1498,640000
Mahindra Scorpio S10 7 Seater,5,70000,15.4,120,2179,900000
Chevrolet Enjoy TCDi LTZ 7 Seater,7,60000,18.2,73.,1248,450000
Maruti Ciaz 1.3 Alpha,2,82000,28.0,88.,1248,825000
Tata Aria Pleasure 4x2,7,80000,13.7,138,2179,500000
Mahindra KUV 100 mFALCON G80 K6 AW,3,5000,18.1,82 ,1198,325000
Renault Duster 110PS Diesel RxL,6,133000,19.0,108,1461,450000
Honda WR-V i-VTEC VX,3,25000,17.5,88.,1199,675000
Tata Zest Revotron 1.2 XT,3,15000,17.5,88.,1193,415000
Hyundai Creta 1.4 CRDi S,3,40000,21.3,88.,1396,1100000
Volkswagen Ameo 1.2 MPI Comfortline,4,35000,17.0,73.,1198,500000
Mahindra Bolero 2011-2019 ZLX,6,70000,15.9,62.,2523,509999
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,13,152000,10.5,120,2609,200000
Maruti 800 AC BSIII,13,100000,16.1,37 ,796 ,60000
Hyundai Verna 1.6 CRDI,7,80000,22.3,126,1582,500000
Tata Indica V2 DLE BSII,11,100000,17.2,53.,1396,45000
Renault KWID RXT,3,50000,25.1,53.,799 ,270000
Hyundai i20 Active 1.2 S,3,40000,17.1,81.,1197,550000
Renault KWID 1.0 RXT Optional,4,60000,23.0,67 ,999 ,235000
Hyundai i20 1.2 Spotz,2,40000,18.6,81.,1197,600000
Honda Jazz 1.5 VX i DTEC,5,60000,27.3,98.,1498,525000
Maruti Swift VDI,8,90000,22.9,74 ,1248,325000
Maruti Swift Dzire ZDI,6,90000,23.4,74 ,1248,420000
Maruti Alto K10 LXI,6,60000,20.9,67.,998 ,229999
Maruti Swift Dzire ZDI,7,80000,23.4,74 ,1248,375000
Mahindra Scorpio VLX 2WD BSIV,8,120000,12.0,120,2179,750000
Tata Tiago 1.2 Revotron XZ,2,40000,23.8,84 ,1199,400000
Mahindra XUV500 W6 2WD,7,91000,15.1,140,2179,600000
Hyundai Santro Xing XK eRLX Euro II,12,80000,17.8,63 ,1086,110000
Maruti 800 AC,13,73257,16.1,37 ,796 ,45000
Mahindra Bolero Pik-Up CBC 1.7T,1,80000,0.0 ,70 ,2523,722000
Tata Tiago 2019-2020 XZ,0,15000,23.8,83.,1199,500000
Hyundai Verna CRDi SX ABS,13,110000,18.1,110,1493,250000
Skoda Rapid 1.5 TDI Ambition BSIV,2,40000,21.1,108,1498,950000
Nissan Sunny Diesel XV,7,212000,21.6,84.,1461,375000
Maruti Swift Dzire ZDI,2,30000,28.4,74.,1248,780000
Hyundai Santro Asta BSIV,2,30000,20.3,68 ,1086,575000
Hyundai i20 1.2 Spotz,3,30000,18.6,81.,1197,563000
Tata Tiago 1.2 Revotron XZ,3,15000,23.8,84 ,1199,450000
Toyota Innova Crysta 2.4 ZX AT,0,1000,13.6,147,2393,2300000
Maruti 800 AC,21,26320,16.1,37 ,796 ,80000
Hyundai i20 Asta 1.4 CRDi (Diesel),10,135000,23.0,90 ,1396,320000
Honda Civic 1.8 V MT,12,100000,13.5,130,1799,375000
Maruti Eeco 5 Seater AC BSIV,3,120000,15.3,73 ,1196,400000
Mahindra Xylo E8 ABS Airbag,9,230000,14.0,112,2498,600000
Renault KWID 1.0 RXT Optional,4,60000,23.0,67 ,999 ,315000
BMW 3 Series 320d Highline,8,80000,16.0,181,1995,1100000
Maruti Swift Dzire VDi,10,190000,19.3,73.,1248,350000
Maruti Eeco 5 Seater AC BSIV,4,120000,15.3,73 ,1196,375000
Toyota Innova 2.5 GX (Diesel) 8 Seater,7,217000,12.9,100,2494,1050000
Maruti Celerio VXI,5,29000,23.1,67.,998 ,350000
Maruti Wagon R LX Minor,10,120000,18.9,67 ,1061,120000
Mahindra XUV500 W6 2WD,5,90000,16.0,140,2179,819999
Hyundai i20 1.2 Asta Option,2,30000,18.6,81.,1197,700000
Maruti Celerio ZXI Optional AMT BSIV,2,30000,23.1,67.,998 ,451999
Hyundai Grand i10 Magna,4,56000,18.9,82 ,1197,500000
Toyota Innova 2.5 VX (Diesel) 8 Seater,5,90000,12.9,100,2494,1250000
Mahindra TUV 300 T8,5,120000,18.4,100,1493,500000
Maruti Swift VDI BSIV,5,60000,25.2,74 ,1248,490000
Maruti Swift Dzire ZDi,12,147000,19.3,73.,1248,200000
Maruti Wagon R VXI BSIII,8,35000,18.9,67.,998 ,240000
Hyundai i20 1.2 Spotz,2,19500,18.6,81.,1197,655000
Hyundai i20 Active 1.2 SX,2,38426,17.1,81.,1197,620000
Maruti Swift VXI Windsong Limited edition,5,35000,20.4,83.,1197,450000
Maruti Wagon R LXI BS IV,6,35000,20.5,67.,998 ,310000
Maruti Alto LXi,13,50000,19.7,46.,796 ,150000
Chevrolet Beat Diesel LT,8,120000,25.4,57.,936 ,180000
Tata Indica Vista TDI LS,9,120000,19.4,70 ,1405,150000
Ford Figo Diesel EXI,9,112000,20.0,68 ,1399,160000
Mahindra Scorpio EX,7,70000,14.0,75 ,2523,600000
Skoda Rapid 1.6 TDI Ambition Plus Alloy,8,145000,20.5,103,1598,380000
Tata Indigo LX,13,135000,17.0,70 ,1405,120000
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,9,500000,12.9,100,2494,350000
Tata Indigo TDI,8,146000,19.6,70 ,1405,135000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2,10000,18.9,81.,1197,610000
Volkswagen Polo 1.5 TDI Comfortline,0,50000,20.1,88.,1498,260000
Hyundai Xcent 1.2 VTVT S,3,25000,20.1,81.,1197,500000
Renault KWID 1.0,4,20000,23.0,67 ,999 ,220000
Honda Civic 1.8 S MT,14,70000,13.5,130,1799,121000
Tata Indigo CS eLX BS IV,3,50000,25.0,69.,1396,350000
Audi Q3 35 TDI Quattro Technology,2,25000,15.1,181,1968,2200000
Hyundai i20 1.4 CRDi Asta,9,100000,23.0,90 ,1396,280000
Tata Nexon 1.2 Revotron XZ Plus,0,20000,17.0,108,1198,919999
Hyundai i20 1.4 CRDi Asta,9,155000,23.0,90 ,1396,320000
Ford Figo Diesel LXI,8,70000,20.0,68 ,1399,140000
Maruti SX4 VDI,8,25000,21.5,88.,1248,310000
Maruti 800 EX 5 Speed,14,120000,16.1,37 ,796 ,65000
Chevrolet Enjoy TCDi LTZ 7 Seater,7,90000,18.2,73.,1248,300000
Jaguar XE 2016-2019 2.0L Diesel Prestige,3,9000,13.6,177,1999,2711000
Lexus ES 300h,1,20000,22.3,214,2487,5150000
Jaguar XF 2.0 Diesel Portfolio,3,45000,19.3,177,1999,3200000
Tata Safari Storme EX,5,110000,14.1,147,2179,503000
Volvo XC40 D4 Inscription BSIV,1,20000,18.0,190,1969,3800000
Toyota Camry 2.5 Hybrid,4,68089,19.1,157,2494,2000000
Maruti Wagon R LXI,7,58343,21.7,67.,998 ,225000
Maruti Baleno Alpha 1.3,2,38817,27.3,74 ,1248,740000
Honda Jazz VX,4,56494,18.2,88.,1199,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,7,79328,12.9,100,2494,750000
Maruti Swift AMT VVT VXI,1,5621,22.0,81.,1197,650000
Toyota Etios VX,3,25538,16.7,88.,1496,625000
Maruti Swift AMT ZXI,2,69779,22.0,81.,1197,600000
Hyundai Grand i10 1.2 CRDi Sportz,3,56290,24.0,73.,1186,450000
BMW X4 M Sport X xDrive20d,1,7500,16.7,190,1995,5400000
BMW X4 M Sport X xDrive20d,1,8500,16.7,190,1995,5500000
Honda Amaze V CVT Petrol BSIV,1,7032,19.0,88.,1199,779000
Skoda Rapid 1.6 MPI AT Elegance,4,11000,14.3,103,1598,645000
Volvo V40 D3 R-Design,2,2000,16.8,150,1984,2475000
Mahindra XUV500 W8 2WD,9,110000,15.1,140,2179,575000
Tata Xenon XT EX 4X2,6,110000,13.4,138,2179,440000
Maruti Swift VDI,8,100000,22.9,74 ,1248,380000
Tata Manza Aura (ABS) Safire,10,116700,15.0,90 ,1368,140000
Tata Zest Quadrajet 1.3 75PS XE,5,25000,22.9,74 ,1248,475000
Mahindra Xylo D2,9,200000,13.0,95 ,2489,200000
Maruti Swift Ldi BSIV,10,176062,17.8,75 ,1248,400000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,12,250000,12.8,102,2494,425000
Honda Amaze Anniversary Edition,5,82000,25.8,98.,1498,509999
Hyundai i10 Era 1.1 iTech SE,10,80000,19.8,68.,1086,275000
Chevrolet Enjoy 1.3 TCDi LTZ 7,3,40000,18.2,73.,1248,650000
Jeep Compass 2.0 Longitude Option BSIV,1,14000,17.1,170,1956,1850000
Renault Duster 4x4,6,129000,19.7,108,1461,650000
Fiat Punto EVO 1.3 Emotion,4,60000,20.5,91.,1248,360000
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2,82000,21.7,108,1498,650000
Land Rover Range Rover Evoque 2.2L Pure,7,77500,12.7,187,2179,2000000
Chevrolet Enjoy 1.3 TCDi LTZ 7,3,50000,18.2,73.,1248,675000
Maruti 800 AC,14,40000,16.1,37 ,796 ,50000
Maruti Wagon R VXI Opt 1.2,3,39500,20.5,81.,1197,445000
Hyundai Elite i20 Sportz Plus Diesel,2,40000,22.5,88.,1396,750000
Maruti Swift VDI,8,56000,22.9,74 ,1248,425000
Hyundai i20 1.4 Asta Option,3,54000,22.5,88.,1396,850000
Maruti Wagon R VXI BS IV,4,20000,20.5,67.,998 ,400000
Tata Indica V2 eLX,6,55896,25.0,69 ,1396,200000
Honda Amaze SX i-DTEC,4,35000,25.8,98.,1498,550000
Honda Brio V MT,8,97000,19.4,86.,1198,250000
Maruti Alto 800 LXI,6,120000,22.7,47.,796 ,206000
Hyundai EON Magna Plus,6,50000,21.1,55.,814 ,290000
Tata Nano Lx BSIV,10,30400,26.0,35 ,624 ,45000
Mahindra XUV300 W8 Option Diesel BSIV,1,15000,20.0,115,1497,1200000
Nissan Sunny Diesel XL,8,110000,21.6,84.,1461,220000
Mercedes-Benz New C-Class C 220 CDI Elegance AT,12,120000,14.8,170,2143,515000
Maruti Alto LX,10,100000,19.7,46.,796 ,170000
Maruti Swift Vdi BSIII,10,120000,17.8,75 ,1248,260000
Volkswagen Vento Diesel Highline,8,130000,20.5,103,1598,315000
Maruti Alto K10 2010-2014 VXI,9,76000,20.9,67.,998 ,225000
Volkswagen Jetta 2.0L TDI Comfortline,8,110000,19.3,138,1968,420000
Mahindra Scorpio VLX 4WD AIRBAG BSIV,9,96000,12.0,120,2179,525000
Maruti Swift AMT ZDI,2,90000,28.4,74 ,1248,670000
Nissan Sunny Diesel XL,8,110000,21.6,84.,1461,220000
Ford Figo Diesel Celebration Edition,7,25000,20.0,68.,1399,250000
Maruti Swift Dzire VDi,11,90000,19.3,73.,1248,229999
Maruti Swift Dzire VDi,11,164000,19.3,73.,1248,229999
Honda Amaze EX i-Vtech,7,120000,18.0,86.,1198,300000
Maruti A-Star Vxi,10,66000,19.0,66.,998 ,165000
Tata New Safari DICOR 2.2 EX 4x4 BS IV,10,250000,13.9,138,2179,295000
Hyundai Verna 1.6 CRDI,9,157000,22.3,126,1582,360000
Hyundai Verna 1.6 CRDI,9,157000,22.3,126,1582,380000
Renault KWID 1.0 RXT 02 Anniversary Edition,3,35000,23.0,67 ,999 ,300000
Mahindra Scorpio 2.6 Turbo 9 Str,12,100000,12.7,116,2609,320000
Datsun GO Plus T BSIV,4,70000,19.4,67 ,1198,325000
Tata Manza Aqua Quadrajet BS IV,10,30000,21.1,88.,1248,160000
Mahindra Bolero Power Plus SLE,2,40000,16.5,70 ,1493,630000
Maruti Swift VXI,0,5000,21.2,81.,1197,600000
Maruti Alto 800 VXI,6,30000,22.7,47.,796 ,229999
Maruti Swift ZDi,6,70000,22.9,74 ,1248,440000
Chevrolet Spark 1.0 LT,13,60000,18.0,62 ,995 ,90000
Maruti Ciaz VDI SHVS,3,60000,28.0,88.,1248,750000
Honda City V MT,8,80000,16.8,116,1497,330000
Maruti Ciaz ZDi Plus SHVS,4,70000,28.0,88.,1248,715000
Skoda Fabia 1.2 TDI Active Plus,7,150000,20.8,75 ,1199,250000
Maruti Zen Estilo 1.1 LX BSIII,13,150000,18.2,64 ,1061,120000
Ford Ikon 1.6 Nxt,16,25000,14.2,92 ,1597,100000
Skoda Rapid 1.5 TDI AT Style BSIV,3,35000,21.7,108,1498,850000
Hyundai Xcent 1.2 CRDi E Plus,2,48000,25.4,73.,1186,450000
Volkswagen Polo Diesel Trendline 1.2L,8,200000,22.0,73.,1199,240000
Maruti Swift Dzire VDI,5,135000,26.5,74 ,1248,600000
Chevrolet Enjoy 1.3 TCDi LS 7,4,110000,18.2,73.,1248,280000
Hyundai Verna 1.6 SX,8,146000,22.3,126,1582,465000
Maruti Alto 800 LXI,2,44000,24.7,47.,796 ,350000
Hyundai i10 Magna 1.2 iTech SE,7,70000,20.3,78.,1197,325000
Tata Indica V2 DLS TC,16,271000,16.8,62 ,1405,50000
Maruti Alto LXi BSIII,14,120000,19.7,46.,796 ,110000
Tata Indigo eCS LX BSIV,7,80000,23.0,69 ,1396,220000
Mahindra Bolero 2011-2019 SLE BSIII,5,60000,15.9,62.,2523,515000
Maruti Ciaz 1.4 Sigma,2,40000,20.7,91.,1373,750000
Hyundai EON Sportz,2,25000,21.1,55.,814 ,350000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,1,15000,18.9,81.,1197,488999
Maruti Alto 800 LXI,3,27000,24.7,47.,796 ,300000
Maruti Baleno Alpha 1.3,3,35000,27.3,74 ,1248,650000
Maruti A-Star Vxi,6,40000,19.0,66.,998 ,250000
Maruti Alto 800 LXI,6,40000,22.7,47.,796 ,200000
Mahindra Scorpio S10 7 Seater,5,75262,15.4,120,2179,950000
Tata Indigo eCS LX BSIV,8,120000,23.0,69 ,1396,200000
Hyundai EON 1.0 Era Plus,4,60000,20.3,68.,998 ,276000
Hyundai EON Magna Plus,6,40000,21.1,55.,814 ,250000
Maruti Alto LX,12,80000,19.7,46.,796 ,95000
Tata Indigo CR4,9,70000,23.5,70 ,1396,200000
Hyundai Verna 1.6 SX,8,100000,22.3,126,1582,450000
Mahindra XUV500 W6 2WD,7,18000,15.1,140,2179,900000
Tata Indigo CS LX (TDI) BS III,10,175000,19.0,69 ,1396,200000
Hyundai i10 Sportz,10,70000,20.3,78.,1197,200000
Mahindra Bolero 2011-2019 SLE,9,91863,15.9,62.,2523,370000
Tata Indigo CS GLX BS III,12,100000,15.2,65 ,1193,250000
Renault KWID RXT,4,10000,25.1,53.,799 ,290000
Maruti Ertiga SHVS VDI,2,35000,24.5,88.,1248,900000
Ford Figo Diesel Celebration Edition,7,120000,20.0,68.,1399,325000
Hyundai Grand i10 Magna,4,30000,18.9,82 ,1197,425000
Renault KWID RXT,4,60000,25.1,53.,799 ,315000
Maruti Alto K10 VXI,6,70000,23.9,67.,998 ,300000
Hyundai i10 Sportz,7,70000,20.3,78.,1197,325000
Hyundai Creta 1.4 CRDi S,4,130000,21.3,88.,1396,900000
Hyundai Creta 1.4 CRDi S Plus,4,133000,21.3,88.,1396,950000
Volkswagen Vento Diesel Trendline,10,120000,20.5,103,1598,320000
Volkswagen Ameo 1.0 MPI Trendline,1,20000,19.4,75 ,999 ,500000
Ford Figo Petrol LXI,8,25000,15.6,70 ,1196,290000
Tata Nano Lx BSIV,8,90000,25.4,37.,624 ,60000
Maruti A-Star Vxi,11,140000,19.0,66.,998 ,120000
Honda City i-DTEC VX,3,103000,25.6,97.,1498,850000
Toyota Innova Crysta 2.4 GX MT BSIV,3,23000,13.6,147,2393,1750000
Honda City i DTEC V,5,128000,26.0,98.,1498,600000
Volkswagen Polo 1.5 TDI Highline,5,33000,20.1,88.,1498,620000
Maruti Alto LXi BSIII,11,70000,19.7,46.,796 ,150000
Hyundai Santro Xing GL,9,40000,0.0 ,62 ,1086,150000
Tata Indigo Grand Petrol,12,40000,12.8,99.,1396,135000
Tata Indica Vista Terra 1.4 TDI,9,80000,17.0,71 ,1405,200000
Maruti Ciaz ZDi,5,70000,26.2,88.,1248,730000
Toyota Innova 2.5 G (Diesel) 8 Seater,7,100000,12.9,100,2494,800000
Mahindra Xylo E8,11,90000,14.0,112,2498,300000
Ford Figo Diesel Titanium,8,112000,20.0,68 ,1399,190000
Honda Civic 1.8 V MT Inspire,9,50000,15.5,132,1799,350000
Hyundai Xcent 1.1 CRDi S,5,62000,24.4,71 ,1120,509999
Maruti Ertiga LDI,8,90000,20.7,88.,1248,400000
Toyota Innova 2.5 VX (Diesel) 7 Seater,7,80000,12.9,100,2494,800000
Tata Manza Club Class Quadrajet90 LS,7,50000,21.0,88.,1248,250000
Hyundai Creta 1.6 CRDi SX,4,47552,19.6,126,1582,930000
Maruti Vitara Brezza ZDi Plus Dual Tone,4,40000,24.3,88.,1248,720000
Ford Figo Petrol EXI,9,15000,15.6,70 ,1196,225000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,1,20000,23.0,98.,1498,950000
Hyundai i20 Active 1.2,2,52000,17.1,81.,1197,530000
Hyundai i20 Magna 1.2,4,70000,18.6,81.,1197,470000
Mahindra Bolero Power Plus Plus AC BSIV PS,3,110000,15.9,63 ,2523,650000
Tata Safari Storme LX,6,77500,14.0,138,2179,540000
Maruti Swift VDI BSIV,5,100000,25.2,74 ,1248,459999
Renault KWID RXL,1,14700,25.1,53.,799 ,325000
Maruti Omni MPI STD BSIV,4,40000,16.8,34.,796 ,240000
Mahindra KUV 100 mFALCON G80 K2,3,32000,18.1,82 ,1198,400000
Maruti Alto LXI,16,70000,19.7,46.,796 ,70000
Maruti Swift Dzire VXi,11,80000,17.5,85.,1298,250000
Toyota Innova 2.5 G (Diesel) 8 Seater,6,80000,12.9,100,2494,910000
Maruti Swift Dzire VDI,2,25000,28.4,74.,1248,720000
Maruti Swift Dzire ZDI,5,50000,26.5,74 ,1248,590000
Chevrolet Tavera Neo 3 10 Seats BSIII,5,120000,13.5,72.,2499,434000
Mahindra Bolero DI BSIII,14,170000,13.6,63 ,2523,145000
Mahindra KUV 100 G80 K4 Plus 5Str,2,19700,18.1,82 ,1198,445000
Hyundai Santro Xing GL Plus LPG,9,70000,13.4,62.,1086,191000
Ford Figo Aspire 1.5 TDCi Titanium,2,50000,25.8,99 ,1498,372000
Maruti Wagon R LXI,15,90000,18.9,67.,998 ,65000
Ford Figo Diesel LXI,5,140000,20.0,68.,1399,300000
Mahindra Scorpio 2.6 DX,17,120000,12.7,116,2609,125000
Tata Tigor 1.2 Revotron XZ Option,3,40000,20.3,84 ,1199,520000
Maruti Alto 800 LXI,6,70000,22.7,47.,796 ,190000
Datsun RediGO 1.0 S,2,7000,22.5,67 ,999 ,310000
Toyota Innova 2.5 VX 8 STR BSIV,8,90000,12.8,102,2494,750000
Mahindra TUV 300 mHAWK100 T8 AMT,4,110000,18.4,100,1493,750000
Maruti Alto K10 VXI,1,15000,23.9,67.,998 ,350000
Maruti Alto 800 VXI,0,5000,22.0,47.,796 ,360000
Renault KWID RXE,3,5000,25.1,53.,799 ,285000
Maruti Alto 800 LX,7,70000,22.7,47.,796 ,160000
Datsun GO Plus D,5,60000,19.4,67 ,1198,229999
Maruti Alto LXi,13,120000,19.7,46.,796 ,85000
Datsun RediGO 1.0 S,2,7000,22.5,67 ,999 ,300000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,6,120000,12.0,120,2179,675000
Mahindra Scorpio 2009-2014 SLE 7S BSIII,6,145241,12.0,120,2179,700000
Mahindra Scorpio 2.6 Turbo 7 Str,12,110000,12.7,116,2609,400000
Renault KWID RXT,4,30000,25.1,53.,799 ,254999
Mahindra Scorpio S10 7 Seater,5,80000,15.4,120,2179,1050000
Maruti Swift Dzire VDI,7,100000,23.4,74 ,1248,390000
Toyota Etios Liva GD,5,80000,23.5,67.,1364,450000
Toyota Innova Crysta 2.8 GX AT BSIV,4,40000,11.3,171,2755,1630000
Maruti Vitara Brezza VDi Option,3,50000,24.3,88.,1248,725000
Tata Safari Storme LX,7,95500,14.0,138,2179,466000
Ford Figo 1.2P Ambiente MT,3,40000,18.1,86.,1196,370000
Maruti Zen Estilo 1.1 VXI BSIII,13,70000,18.2,64 ,1061,150000
Maruti Celerio ZXI Optional,3,15000,23.1,67.,998 ,483000
Hyundai Grand i10 Magna,4,10000,18.9,82 ,1197,470000
Maruti Vitara Brezza ZDi Plus Dual Tone,2,25000,24.3,88.,1248,950000
Hyundai Verna 1.6 VTVT,7,50000,17.0,121,1591,450000
Toyota Etios VX,9,70000,17.6,88.,1496,345000
Maruti A-Star Vxi,11,60000,19.0,66.,998 ,300000
Maruti Zen Estilo VXI BSIII,13,74800,18.2,67.,998 ,160000
Maruti 800 AC BSIII,16,80000,16.1,37 ,796 ,120000
Tata Zest Revotron 1.2 XT,0,40000,17.5,88.,1193,500000
Mahindra XUV500 W9 2WD,2,40000,16.0,138,2179,1350000
Hyundai Grand i10 1.2 CRDi Asta,3,50000,24.0,73.,1186,455000
Hyundai EON Era Plus,7,45000,21.1,55.,814 ,165000
Maruti Swift VXI Optional,4,23700,20.4,81.,1197,470000
Maruti Swift VXI Deca,4,23700,20.4,81.,1197,470000
Jeep Compass 1.4 Sport,1,10000,16.0,160,1368,1520000
Maruti Alto K10 VXI,6,53473,23.9,67.,998 ,229999
Mahindra Bolero 2011-2019 DI NON AC BS III White,9,100000,15.9,63 ,2523,250000
Mahindra XUV500 W10 2WD,4,25000,16.0,140,2179,1350000
Hyundai Santro Xing GLS,7,80000,17.9,62.,1086,220000
Hyundai Xcent 1.1 CRDi S,5,120000,24.4,71 ,1120,360000
Maruti Alto K10 VXI,2,40000,23.9,67.,998 ,350000
Hyundai Verna 1.6 SX CRDi (O),8,70000,22.3,126,1582,500000
Chevrolet Beat Diesel LT,7,90000,25.4,57.,936 ,145000
Chevrolet Sail Hatchback 1.2,6,51000,18.2,82.,1199,300000
Hyundai Accent GLE,11,87000,13.2,94 ,1495,180000
Maruti Swift Dzire VDI,7,40000,23.4,74 ,1248,530000
Renault Duster 110PS Diesel RxL,6,90000,19.0,108,1461,620000
Toyota Etios G,5,110000,16.7,88.,1496,360000
Hyundai Santro Xing GLS,10,86000,17.9,62.,1086,245000
Ford Ikon 1.6 Really Sport,17,80000,14.2,92 ,1597,130000
Maruti Esteem LX - BSIII,21,65000,15.9,85 ,1298,70000
Maruti Esteem LX - BSIII,21,70000,15.9,85 ,1298,70000
Ford Fiesta 1.5 TDCi Titanium,6,140000,25.0,89.,1498,650000
Maruti Swift VXI,1,18000,21.2,81.,1197,610000
Maruti Alto K10 VXI,5,24000,23.9,67.,998 ,300000
Hyundai Grand i10 CRDi Magna,6,60000,24.0,70 ,1120,425000
Hyundai Verna 1.6 SX CRDi (O),8,150000,22.3,126,1582,450000
Hyundai Verna 1.6 CRDI,9,108000,22.3,126,1582,450000
Hyundai i10 Sportz AT,9,60000,16.9,78.,1197,340000
Maruti Ertiga LDI Option,7,90000,20.7,88.,1248,650000
Tata Indigo CS LS (TDI) BS III,11,70000,19.0,69 ,1396,160000
Tata Indica Vista TDI LS,6,120000,19.1,70 ,1405,250000
Chevrolet Beat Diesel LT,8,100000,25.4,57.,936 ,225000
Tata Indica V2 2001-2011 DLS BSIII,13,75958,17.8,52.,1396,55000
Maruti 800 AC,24,70000,16.1,37 ,796 ,42000
Hyundai Tucson CRDi,14,128000,12.6,112,1991,282000
Tata Indica V2 DLS TC,13,110000,16.8,62 ,1405,80000
Maruti Swift Dzire VXI,4,40000,20.8,83.,1197,500000
Ford Figo Aspire 1.5 TDCi Ambiente,4,70000,25.8,99 ,1498,500000
Maruti Swift VDI,9,60000,22.9,74 ,1248,400000
Mahindra Bolero 2011-2019 SLX,7,90000,15.9,62.,2523,550000
Tata New Safari Dicor LX 4X2 BS IV,13,70000,13.9,138,2179,200000
Hyundai i10 Sportz,8,65000,20.3,78.,1197,280000
Maruti Swift Dzire VDI,6,88000,23.4,74 ,1248,580000
Tata Manza Aura (ABS) Quadrajet,11,80000,18.8,90 ,1248,100000
Mahindra Scorpio EX,6,60000,14.0,75 ,2523,550000
Mahindra TUV 300 T4 Plus,3,38000,18.4,100,1493,700000
Tata Manza Aqua Safire,10,80000,15.0,90 ,1368,150000
Hyundai EON Magna Plus,6,60000,21.1,55.,814 ,190000
Mahindra Bolero 2011-2019 SLE,7,110000,15.9,62.,2523,500000
Maruti Swift VDI BSIV,3,110000,25.2,74 ,1248,640000
Skoda Fabia 1.2L Diesel Elegance,9,145000,20.8,75 ,1199,340000
Hyundai Elite i20 Asta Option Diesel,1,43000,22.5,88.,1396,811000
Maruti Ritz LDi,4,120000,23.2,73.,1248,409999
